CVE_ENT,ENT,CVE_MUN,MUN,POB_TOT,VP,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,OVSD,OVSDSE,IM,GM,IND0A100,LUG_NAC,LUGAR_EST,AÑOS
4,Campeche,4005,Hecelchak�n,26973,-,14.67,30.69,25.18,7.41,8.47,61.87,5.82,32.7,63.09,-,-,-0.273,Medio,-,1439,9,2005
4,Campeche,4010, Calakmul                                         ,26882,-,17.87,36.56,7.98,6.44,31.4,64.49,13.48,100,79.66,-,-,0.839,Alto,37.155,506,-,2010
4,Campeche,4005,Hecelchak�n,24889,-,15.82,38.14,-,7.7,16.12,66.94,14,32.88,73.54,-,34.64,-0.208,Medio,-,1386,9,2000
4,Campeche,4010,Calakmul,23814,-,22.07,45.73,11.09,18.94,38.25,71.16,31.94,100,74.49,-,-,0.972,Alto,-,420,1,2005
4,Campeche,4005,Hecelchak�n,23417,4300,18.46,-,-,7.38,19.04,-,-,-,-,72.32,-,0.03,Medio,-,1160,-,1995
4,Campeche,4010,Calakmul,23115,-,25.76,59.74,-,40.73,71.73,75.13,52.67,100,86.84,-,22.15,1.458,Muy alto,-,211,1,2000
4,Campeche,4005,Hecelchak�n,20290,-,20.75,50.71,33.78,15.6,37.42,76.41,29.54,30.62,77.71,-,-,-0.284,Medio,-,1448,6,1990
4,Campeche,4008,Tenabo,10665,-,10.92,23.47,19.55,1.23,1.85,45.32,1.05,22.52,63.63,-,-,-0.133,Medio,-,1281,5,2015
4,Campeche,4008, Tenabo                                           ,9736,-,13.37,29.29,29.96,2.85,6.01,56.08,1.87,22.52,67.11,-,-,-0.067,Medio,26.911,1257,-,2010
4,Campeche,4008,Tenabo,9050,-,14.69,33.66,44.26,5.75,6.81,68.05,4.09,23.38,70.04,-,-,-0.047,Alto,-,1228,5,2005
4,Campeche,4007,Palizada,8971,-,9.87,24.68,2.12,1.95,23.4,42.89,3.88,100,59.81,-,-,0.164,Alto,-,1018,4,2015
4,Campeche,4007,Palizada,8401,-,13.33,45.62,-,8.22,41.28,60.74,27.71,100,77.44,-,8.59,0.116,Alto,-,1088,4,2000
4,Campeche,4008,Tenabo,8400,-,16.51,41.98,-,7.77,8.47,67.97,11.78,24.68,81.64,-,63.05,0.038,Alto,-,1166,5,2000
4,Campeche,4007, Palizada                                         ,8352,-,11.46,30.67,4.7,5.23,32.81,51.47,7.33,100,61.29,-,-,0.153,Medio,29.4,1065,-,2010
4,Campeche,4007,Palizada,8290,-,12.21,37.16,4.78,7.75,36.39,57.85,16.33,100,66.44,-,-,0.121,Alto,-,1087,4,2005
4,Campeche,4007,Palizada,7903,1674,17.16,-,-,15.33,36.35,-,-,-,-,40,-,0.009,Medio,-,1173,-,1995
4,Campeche,4008,Tenabo,7630,1404,21.1,-,-,6.85,9.83,-,-,-,-,84.14,-,0.109,Medio,-,1073,-,1995
4,Campeche,4007,Palizada,7162,-,17.69,60.03,24.27,43.66,62.55,68.19,48.47,100,78.18,-,-,0.27,Alto,-,971,2,1990
4,Campeche,4008,Tenabo,6568,-,22.27,55.94,33.14,16.08,22.62,78.25,21.31,21.53,83.37,-,-,-0.295,Medio,-,1462,7,1990
5,Coahuila de Zaragoza,5030,Saltillo,807537,-,1.54,7.13,0.28,0.24,1.87,21.63,0.48,2.13,17.01,-,-,-1.823,Muy bajo,-,2436,37,2015
5,Coahuila de Zaragoza,5030, Saltillo                                         ,725123,-,2.14,9.1,0.42,0.37,0.89,27.18,1.06,2.13,22.17,-,-,-1.893,Muy bajo,6.278,2436,-,2010
5,Coahuila de Zaragoza,5035,Torre�n,679288,-,1.49,7.91,0.23,0.09,0.65,18.46,0.69,4.81,31.8,-,-,-1.722,Muy bajo,-,2418,34,2015
5,Coahuila de Zaragoza,5030,Saltillo,648929,-,2.72,11.04,0.72,0.5,2.11,30.63,1.47,2.35,23.26,-,-,-1.921,Muy bajo,-,2436,38,2005
5,Coahuila de Zaragoza,5035, Torre�n                                          ,639629,-,1.78,9.58,0.55,0.13,0.42,24.81,1.86,4.81,25.14,-,-,-1.881,Muy bajo,6.423,2433,-,2010
5,Coahuila de Zaragoza,5030,Saltillo,578046,-,3.16,14.32,-,0.95,2.26,35.94,2.27,2.67,24.78,-,1.86,-2.01,Muy bajo,-,2427,38,2000
5,Coahuila de Zaragoza,5035,Torre�n,577477,-,2.14,11.16,0.79,0.24,0.04,27.01,2.85,4.98,31.13,-,-,-1.893,Muy bajo,-,2431,37,2005
5,Coahuila de Zaragoza,5035,Torre�n,529512,-,2.64,14.82,-,0.44,0.23,31.3,3.3,5.01,33.17,-,1.76,-1.983,Muy bajo,-,2424,36,2000
5,Coahuila de Zaragoza,5030,Saltillo,527979,113769,4.04,-,-,2.02,4.69,-,-,-,-,10.27,-,-1.641,Muy bajo,-,2364,-,1995
5,Coahuila de Zaragoza,5035,Torre�n,508076,114834,3.26,-,-,0.45,1.97,-,-,-,-,7.76,-,-1.744,Muy bajo,-,2394,-,1995
5,Coahuila de Zaragoza,5035,Torre�n,464825,-,3.74,21.67,6.44,1.7,2.55,42.96,5.63,5.46,57.22,-,-,-1.998,Muy bajo,-,2377,37,1990
5,Coahuila de Zaragoza,5030,Saltillo,440920,-,4.85,22.77,7.82,3.45,5.33,47.02,4.31,4.53,58.52,-,-,-1.893,Muy bajo,-,2358,36,1990
5,Coahuila de Zaragoza,5018,Monclova,231107,-,1.34,6.85,0.3,0.17,1.16,22.14,0.31,0.43,17.88,-,-,-1.836,Muy bajo,-,2437,38,2015
5,Coahuila de Zaragoza,5018, Monclova                                         ,216206,-,1.66,8.61,0.36,0.47,0.67,28.71,0.86,0.43,25.19,-,-,-1.871,Muy bajo,6.527,2429,-,2010
5,Coahuila de Zaragoza,5018,Monclova,200160,-,2.12,10.25,0.68,0.4,0.58,31.48,0.52,0.67,31.25,-,-,-1.882,Muy bajo,-,2430,36,2005
5,Coahuila de Zaragoza,5018,Monclova,193744,-,2.68,13.72,-,0.69,0.91,35.67,1.48,0.61,33.29,-,1.51,-1.97,Muy bajo,-,2423,35,2000
5,Coahuila de Zaragoza,5018,Monclova,189738,44236,3.37,-,-,1.21,4.18,-,-,-,-,20.96,-,-1.725,Muy bajo,-,2391,-,1995
5,Coahuila de Zaragoza,5018,Monclova,178606,-,3.42,19.59,3.86,2.81,4.33,49.98,3.13,0.46,45.01,-,-,-2.097,Muy bajo,-,2389,38,1990
5,Coahuila de Zaragoza,5025,Piedras Negras,163595,-,1.5,8.63,0.36,0.17,0.82,30.33,0.93,1.72,31.7,-,-,-1.531,Muy bajo,-,2356,29,2015
5,Coahuila de Zaragoza,5025, Piedras Negras                                   ,152806,-,2.15,11.06,0.47,0.33,0.29,34.01,1.32,1.72,29.33,-,-,-1.711,Muy bajo,8.338,2392,-,2010
5,Coahuila de Zaragoza,5002,Acu�a,147809,-,1.76,10.86,0.14,0.83,0.89,30.1,0.7,1.84,44.27,-,-,-1.353,Muy bajo,-,2280,25,2015
5,Coahuila de Zaragoza,5025,Piedras Negras,143915,-,2.63,13.06,0.78,0.36,0.58,36.11,1.62,1.32,21.96,-,-,-1.859,Muy bajo,-,2423,35,2005
5,Coahuila de Zaragoza,5002, Acu�a                                            ,136755,-,2.7,14.24,0.48,0.61,1,39.57,1.48,1.84,48.95,-,-,-1.379,Muy bajo,12.092,2276,-,2010
5,Coahuila de Zaragoza,5025,Piedras Negras,128130,-,3.2,16.91,-,1.22,1.14,37.13,3.11,1.36,23.39,-,1.5,-1.986,Muy bajo,-,2425,37,2000
5,Coahuila de Zaragoza,5002,Acu�a,126238,-,3.11,16.29,0.91,0.62,1.19,45.82,3.69,1.59,28.69,-,-,-1.611,Muy bajo,-,2350,28,2005
5,Coahuila de Zaragoza,5025,Piedras Negras,116148,27336,4.05,-,-,2.6,5.89,-,-,-,-,17.37,-,-1.568,Muy bajo,-,2333,-,1995
5,Coahuila de Zaragoza,5002,Acu�a,110487,-,3.48,20.01,-,3.3,1.09,49.67,9.78,2.11,30.57,-,3.87,-1.66,Muy bajo,-,2345,28,2000
5,Coahuila de Zaragoza,5017,Matamoros,108950,-,3.16,15.05,1.95,0.2,1.4,29.51,1.24,42.25,42.72,-,-,-1.098,Muy bajo,-,2134,19,2015
5,Coahuila de Zaragoza,5017, Matamoros                                        ,107160,-,4.67,20.03,2.97,0.45,0.59,38.91,2.33,42.25,34.24,-,-,-1.208,Bajo,14.026,2174,-,2010
5,Coahuila de Zaragoza,5033,San Pedro,106142,-,4.66,18.46,2.18,0.4,5.38,29.44,0.75,44.86,56.32,-,-,-0.823,Bajo,-,1908,10,2015
5,Coahuila de Zaragoza,5033, San Pedro                                        ,102650,-,5.8,21.96,3.18,1.01,4.18,38.17,1.8,44.86,57.04,-,-,-0.902,Bajo,17.482,1952,-,2010
5,Coahuila de Zaragoza,5017,Matamoros,99707,-,6.08,23.65,5.56,1.01,1.17,44.15,5.81,42.68,50.21,-,-,-1.076,Bajo,-,2088,18,2005
5,Coahuila de Zaragoza,5033,San Pedro,99165,-,9.92,44.94,27.95,8.19,7.95,59.49,26.1,52.03,80.34,-,-,-0.798,Bajo,-,1833,10,1990
5,Coahuila de Zaragoza,5025,Piedras Negras,98185,-,4.4,24.78,3.68,5.32,13.21,48.92,6.29,2.04,55.29,-,-,-1.86,Muy bajo,-,2348,34,1990
5,Coahuila de Zaragoza,5033,San Pedro,93677,-,6.57,26.21,5.73,1.36,2.35,41.62,6.64,46.03,60.62,-,-,-0.935,Bajo,-,1986,13,2005
5,Coahuila de Zaragoza,5027,Ramos Arizpe,92828,-,2.01,8.25,0.44,0.43,1.48,23.3,0.5,11.8,16.54,-,-,-1.73,Muy bajo,-,2423,35,2015
5,Coahuila de Zaragoza,5017,Matamoros,92029,-,6.56,29.57,-,1.56,0.45,47.8,10.96,42.98,53.49,-,8.21,-1.147,Bajo,-,2108,18,2000
5,Coahuila de Zaragoza,5033,San Pedro,91421,19055,8.99,-,-,3,4.4,-,-,-,-,45.74,-,-0.66,Medio,-,1718,-,1995
5,Coahuila de Zaragoza,5033,San Pedro,88343,-,7.89,33.08,-,2.48,2.97,43.72,12.63,45.37,64.58,-,7.35,-0.989,Bajo,-,2006,12,2000
5,Coahuila de Zaragoza,5017,Matamoros,88235,18299,8.81,-,-,1.51,5.71,-,-,-,-,57.01,-,-0.679,Medio,-,1734,-,1995
5,Coahuila de Zaragoza,5017,Matamoros,86398,-,9,43.38,32.35,5.45,8.42,60.83,18.35,45.5,78.23,-,-,-0.884,Bajo,-,1903,13,1990
5,Coahuila de Zaragoza,5002,Acu�a,81602,18262,3.84,-,-,6.72,7.22,-,-,-,-,39,-,-1.183,Bajo,-,2113,-,1995
5,Coahuila de Zaragoza,5010,Frontera,80991,-,1.46,7.92,0.34,0.08,1.39,29.52,0.29,7.65,19.27,-,-,-1.663,Muy bajo,-,2402,32,2015
5,Coahuila de Zaragoza,5027, Ramos Arizpe                                     ,75461,-,3.21,11.82,0.66,0.83,3.89,29.1,0.91,11.8,25.38,-,-,-1.705,Muy bajo,8.405,2390,-,2010
5,Coahuila de Zaragoza,5010, Frontera                                         ,75215,-,2.32,10.71,0.61,0.55,1.01,38.87,0.83,7.65,27.58,-,-,-1.639,Muy bajo,9.153,2362,-,2010
5,Coahuila de Zaragoza,5010,Frontera,70160,-,2.77,13.07,1.11,0.8,2.13,42.86,1.34,6.49,36.21,-,-,-1.612,Muy bajo,-,2351,29,2005
5,Coahuila de Zaragoza,5020,M�zquiz,69102,-,2.8,13.85,0.52,0.93,1.67,29.89,0.67,10.42,33.15,-,-,-1.34,Muy bajo,-,2275,24,2015
5,Coahuila de Zaragoza,5020, M�zquiz                                          ,66834,-,3.46,18.08,1.48,1.07,1.42,35.42,1.46,10.42,39.59,-,-,-1.391,Muy bajo,11.949,2281,-,2010
5,Coahuila de Zaragoza,5010,Frontera,66579,-,3.61,17.38,-,1.13,0.78,46.21,2.55,5.48,38.58,-,2.43,-1.717,Muy bajo,-,2363,30,2000
5,Coahuila de Zaragoza,5020,M�zquiz,65863,-,6.01,34.91,6.13,5.64,7.22,56.89,6.55,13.83,60.76,-,-,-1.566,Bajo,-,2262,28,1990
5,Coahuila de Zaragoza,5010,Frontera,63847,14544,4.37,-,-,1.43,3.82,-,-,-,-,27.16,-,-1.364,Muy bajo,-,2225,-,1995
5,Coahuila de Zaragoza,5028,Sabinas,63522,-,1.94,9.89,0.32,0.24,1.08,21.89,0.47,9.77,23.73,-,-,-1.678,Muy bajo,-,2409,33,2015
5,Coahuila de Zaragoza,5020,M�zquiz,62990,14538,6.07,-,-,3.19,3.76,-,-,-,-,47.01,-,-1.157,Bajo,-,2097,-,1995
5,Coahuila de Zaragoza,5020,M�zquiz,62773,-,4.97,24.33,-,1.91,1.66,41.33,3.33,10.4,44.58,-,4.11,-1.567,Muy bajo,-,2309,25,2000
5,Coahuila de Zaragoza,5020,M�zquiz,62710,-,4.59,20.89,1.84,1.7,2.33,39.83,1.26,10.13,41.85,-,-,-1.43,Muy bajo,-,2290,24,2005
5,Coahuila de Zaragoza,5010,Frontera,61450,-,4.58,25.34,5,6.98,5.3,61.15,5.82,5.26,54.31,-,-,-1.734,Muy bajo,-,2317,31,1990
5,Coahuila de Zaragoza,5028, Sabinas                                          ,60847,-,2.36,11.9,0.82,0.42,0.4,29.56,0.83,9.77,26.8,-,-,-1.742,Muy bajo,7.989,2402,-,2010
5,Coahuila de Zaragoza,5009,Francisco I. Madero,58360,-,3.77,16.74,2.1,0.18,2.32,27.61,0.91,52.17,44.71,-,-,-1.021,Bajo,-,2067,17,2015
5,Coahuila de Zaragoza,5027,Ramos Arizpe,56708,-,4.19,15.8,1.59,2.04,6.03,33.41,1.8,14.95,26.32,-,-,-1.67,Muy bajo,-,2374,30,2005
5,Coahuila de Zaragoza,5002,Acu�a,56336,-,4.89,29.91,6.89,12.38,11.57,53.43,10.98,5.95,62.6,-,-,-1.585,Bajo,-,2268,29,1990
5,Coahuila de Zaragoza,5009, Francisco I. Madero                              ,55676,-,4.7,19.92,2.81,0.69,0.45,36.06,1.57,52.17,52.57,-,-,-1.035,Bajo,15.981,2057,-,2010
5,Coahuila de Zaragoza,5028,Sabinas,53042,-,3.09,14.41,0.9,0.52,1.23,32.49,1.24,9.63,37.76,-,-,-1.694,Muy bajo,-,2380,32,2005
5,Coahuila de Zaragoza,5028,Sabinas,52379,-,3.45,19.58,-,1.23,1.17,35.58,2.61,9.17,40.23,-,2.48,-1.776,Muy bajo,-,2386,32,2000
5,Coahuila de Zaragoza,5009,Francisco I. Madero,51528,-,6,24.65,3.5,0.76,3.82,39.48,4.56,41.62,55.7,-,-,-1.083,Bajo,-,2093,20,2005
5,Coahuila de Zaragoza,5028,Sabinas,51129,12263,3.86,-,-,3.17,2.81,-,-,-,-,19.18,-,-1.514,Muy bajo,-,2309,-,1995
5,Coahuila de Zaragoza,5009,Francisco I. Madero,50981,-,8.93,45.34,22.38,6.69,5.01,57.62,20.2,48.56,79.68,-,-,-0.937,Bajo,-,1937,16,1990
5,Coahuila de Zaragoza,5009,Francisco I. Madero,47510,10082,7.92,-,-,1.75,4.17,-,-,-,-,49.66,-,-0.768,Bajo,-,1814,-,1995
5,Coahuila de Zaragoza,5028,Sabinas,47030,-,4.59,27.28,4.55,3.63,4.47,48.36,3.16,9.49,63.16,-,-,-1.8,Muy bajo,-,2334,33,1990
5,Coahuila de Zaragoza,5009,Francisco I. Madero,46452,-,6.68,31.41,-,1.12,0.89,43.21,9.81,43.27,59.35,-,7.25,-1.133,Bajo,-,2097,17,2000
5,Coahuila de Zaragoza,5024, Parras                                           ,45401,-,5.2,17.62,6.19,1.11,5.96,34.86,2.77,25.51,59.41,-,-,-1.017,Bajo,16.181,2046,-,2010
5,Coahuila de Zaragoza,5024,Parras,44799,-,4.21,13.73,4.87,0.57,6.83,26.81,1.49,25.51,54.54,-,-,-0.972,Bajo,-,2024,13,2015
5,Coahuila de Zaragoza,5024,Parras,44715,-,5.94,20.6,8.9,1,10.92,40.25,6.03,25.94,52.75,-,-,-1.115,Bajo,-,2114,21,2005
5,Coahuila de Zaragoza,5024,Parras,43339,-,7.22,26.06,-,2.29,9.78,44.45,13.48,28.4,56.2,-,14.85,-1.117,Bajo,-,2086,16,2000
5,Coahuila de Zaragoza,5024,Parras,43303,9052,9.01,-,-,3.16,12.11,-,-,-,-,38.09,-,-0.837,Bajo,-,1869,-,1995
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,43232,-,1.64,9.76,0.63,0.37,0.96,22.89,0.74,8.38,29.36,-,-,-1.61,Muy bajo,-,2385,31,2015
5,Coahuila de Zaragoza,5032, San Juan de Sabinas                              ,41649,-,2.06,12.1,1.21,1.58,1.29,28.37,1.19,8.38,29.65,-,-,-1.7,Muy bajo,8.468,2388,-,2010
5,Coahuila de Zaragoza,5032,San Juan De Sabinas,40731,10147,3.74,-,-,2.59,5.94,-,-,-,-,21.01,-,-1.539,Muy bajo,-,2323,-,1995
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,40231,-,3.76,25.58,3.6,2.89,7,44.39,3.23,9.81,63.43,-,-,-1.865,Muy bajo,-,2353,35,1990
5,Coahuila de Zaragoza,5032,San Juan De Sabinas,40138,-,2.73,17.47,-,1.47,2.57,32.6,2.21,7.88,40.36,-,2.42,-1.837,Muy bajo,-,2403,34,2000
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,40115,-,2.66,14.4,0.97,1.2,4.13,30.21,1.32,8.67,37.88,-,-,-1.7,Muy bajo,-,2383,33,2005
5,Coahuila de Zaragoza,5027,Ramos Arizpe,39853,-,5.69,22.59,-,2.82,6.03,38.63,6.22,21.41,28.05,-,4.22,-1.671,Muy bajo,-,2349,29,2000
5,Coahuila de Zaragoza,5024,Parras,39534,-,10.36,39.34,31.6,7.21,14.82,56.32,20.86,33.83,74.45,-,-,-0.989,Bajo,-,1974,17,1990
5,Coahuila de Zaragoza,5027,Ramos Arizpe,36440,8193,7.2,-,-,5.25,12.13,-,-,-,-,25.03,-,-1.049,Bajo,-,2020,-,1995
5,Coahuila de Zaragoza,5022,Nava,30698,-,2.38,12.56,0.95,0.49,1.67,27.13,1.19,20.54,30.23,-,-,-1.401,Muy bajo,-,2295,26,2015
5,Coahuila de Zaragoza,5027,Ramos Arizpe,28246,-,10.98,41.76,20.79,14.72,16.24,53.91,16.22,40.54,71.19,-,-,-1.038,Bajo,-,2009,19,1990
5,Coahuila de Zaragoza,5006,Casta�os,28068,-,1.86,10.73,0.34,0.41,4.03,31.02,0.45,8.66,24.76,-,-,-1.484,Muy bajo,-,2333,28,2015
5,Coahuila de Zaragoza,5022, Nava                                             ,27928,-,3.09,15.6,1.44,1.1,1.73,36.58,1.82,20.54,30.3,-,-,-1.463,Muy bajo,11.142,2307,-,2010
5,Coahuila de Zaragoza,5006, Casta�os                                         ,25892,-,2.79,13.43,1.58,0.8,4.96,38.5,0.62,8.66,37.49,-,-,-1.453,Muy bajo,11.259,2301,-,2010
5,Coahuila de Zaragoza,5022,Nava,25856,-,4.13,19.28,2.44,1.42,2.71,41.54,3.9,22.76,27.62,-,-,-1.5,Muy bajo,-,2312,26,2005
5,Coahuila de Zaragoza,5006,Casta�os,23871,-,3.12,16.42,1.58,1.9,5.98,43.63,1.32,10.95,39.12,-,-,-1.466,Muy bajo,-,2307,25,2005
5,Coahuila de Zaragoza,5031,San Buenaventura,23587,-,1.82,8.34,0.38,0.1,1.32,20.6,0.12,7.53,21.91,-,-,-1.76,Muy bajo,-,2427,36,2015
5,Coahuila de Zaragoza,5004,Arteaga,23271,-,5.31,20.55,0.7,0.38,3.47,31.39,1.93,62.54,40.11,-,-,-0.849,Bajo,-,1938,11,2015
5,Coahuila de Zaragoza,5022,Nava,23019,-,3.81,23.15,-,2.82,4.03,44.14,6.08,22.98,29.42,-,3.59,-1.63,Muy bajo,-,2334,27,2000
5,Coahuila de Zaragoza,5003, Allende                                          ,22675,-,2.77,14.01,1.04,0.27,0.78,29.72,0.78,8.74,33.54,-,-,-1.638,Muy bajo,9.163,2360,-,2010
5,Coahuila de Zaragoza,5003,Allende,22654,-,2.05,11.03,0.39,0.04,0.17,24.59,0.18,8.74,28.02,-,-,-1.6,Muy bajo,-,2381,30,2015
5,Coahuila de Zaragoza,5004, Arteaga                                          ,22544,-,6.37,25.72,3.87,1.66,10.16,40.46,3.26,62.54,49.94,-,-,-0.72,Bajo,19.539,1810,-,2010
5,Coahuila de Zaragoza,5006,Casta�os,22530,-,4.2,21.6,-,3.62,6.56,47.51,2.24,12.14,41.68,-,7.27,-1.504,Muy bajo,-,2291,24,2000
5,Coahuila de Zaragoza,5031, San Buenaventura                                 ,22149,-,2.37,11.52,0.8,0.31,0.85,28.91,0.58,7.54,35.2,-,-,-1.686,Muy bajo,8.62,2382,-,2010
5,Coahuila de Zaragoza,5006,Casta�os,21924,4852,4.81,-,-,6.3,14.45,-,-,-,-,57.81,-,-0.945,Bajo,-,1955,-,1995
5,Coahuila de Zaragoza,5036,Viesca,21549,-,5.42,23.26,4.56,0.52,7.44,31.94,1.79,100,57.4,-,-,-0.38,Medio,-,1517,1,2015
5,Coahuila de Zaragoza,5006,Casta�os,21356,-,5.58,30.75,12.14,11.02,25.92,61.8,5.58,13.99,58.76,-,-,-1.417,Bajo,-,2213,25,1990
5,Coahuila de Zaragoza,5036, Viesca                                           ,21319,-,6.94,28.43,7,1.28,2.75,40.39,2.01,100,53.45,-,-,-0.525,Medio,21.737,1631,-,2010
5,Coahuila de Zaragoza,5036,Viesca,21238,-,11.96,54.69,46.64,10.09,24.35,63.07,28.65,100,82.72,-,-,-0.224,Medio,-,1395,2,1990
5,Coahuila de Zaragoza,5003,Allende,20943,-,3.98,22.6,-,1.33,1.82,38.07,2.06,10.81,31.23,-,2.8,-1.785,Muy bajo,-,2388,33,2000
5,Coahuila de Zaragoza,5022,Nava,20502,4520,4.28,-,-,4.84,13.28,-,-,-,-,40.83,-,-1.252,Bajo,-,2155,-,1995
5,Coahuila de Zaragoza,5031,San Buenaventura,20216,-,4.93,27.73,5.82,6.21,9.11,52.85,7.04,13.38,56.94,-,-,-1.721,Muy bajo,-,2309,30,1990
5,Coahuila de Zaragoza,5003,Allende,20153,-,3.4,17.43,1.2,0.73,1.72,33.4,1,9.28,29.31,-,-,-1.712,Muy bajo,-,2386,34,2005
5,Coahuila de Zaragoza,5031,San Buenaventura,20046,-,3.66,17.97,-,1.72,2.96,34.51,2.3,10.69,42.64,-,2.35,-1.761,Muy bajo,-,2380,31,2000
5,Coahuila de Zaragoza,5031,San Buenaventura,20034,4859,4.72,-,-,2.37,4.75,-,-,-,-,37.78,-,-1.356,Muy bajo,-,2223,-,1995
5,Coahuila de Zaragoza,5003,Allende,19917,4802,5,-,-,2.56,4.88,-,-,-,-,39.47,-,-1.399,Muy bajo,-,2247,-,1995
5,Coahuila de Zaragoza,5004,Arteaga,19622,-,8.03,31.53,5.55,2.07,16.77,46.86,7.72,67.41,52.51,-,-,-0.669,Bajo,-,1772,5,2005
5,Coahuila de Zaragoza,5031,San Buenaventura,19620,-,3.05,13.87,0.44,0.73,3.44,31.77,0.91,8.51,40.02,-,-,-1.682,Muy bajo,-,2378,31,2005
5,Coahuila de Zaragoza,5036,Viesca,19510,3893,11.68,-,-,3.15,7.01,-,-,-,-,72.78,-,-0.314,Medio,-,1453,-,1995
5,Coahuila de Zaragoza,5004,Arteaga,19374,-,9.67,38.27,-,4.93,7.36,50.92,11.84,68.81,55.94,-,9.57,-0.767,Bajo,-,1829,8,2000
5,Coahuila de Zaragoza,5036,Viesca,19328,-,8.98,33.46,7.73,1.62,1.59,43.59,5.68,100,64.21,-,-,-0.537,Medio,-,1657,2,2005
5,Coahuila de Zaragoza,5036,Viesca,18969,-,9.69,41.02,-,2.79,1.54,46.96,16.2,100,68.41,-,17.07,-0.523,Medio,-,1639,2,2000
5,Coahuila de Zaragoza,5004,Arteaga,18907,4081,12.22,-,-,7.25,10.76,-,-,-,-,53.54,-,-0.44,Medio,-,1552,-,1995
5,Coahuila de Zaragoza,5003,Allende,18486,-,4.91,29.82,5.87,3.35,10.64,47.49,3.47,9.94,60,-,-,-1.773,Muy bajo,-,2327,32,1990
5,Coahuila de Zaragoza,5004,Arteaga,17414,-,12.65,50.3,25.83,12.73,13.46,61.4,20.45,100,82.32,-,-,-0.495,Medio,-,1613,8,1990
5,Coahuila de Zaragoza,5022,Nava,16915,-,5.1,32.63,7.43,8.35,22.9,50.28,5.62,17.75,61.54,-,-,-1.555,Bajo,-,2257,27,1990
5,Coahuila de Zaragoza,5007,Cuatro Ci�negas,13546,-,4.15,17.05,1.46,1.85,5.35,32.36,1.8,20.78,41.16,-,-,-0.992,Bajo,-,2040,14,2015
5,Coahuila de Zaragoza,5023,Ocampo,13389,3107,7.79,-,-,12.95,26.34,-,-,-,-,55.83,-,-0.53,Medio,-,1612,-,1995
5,Coahuila de Zaragoza,5038,Zaragoza,13257,-,2.75,17.74,0.48,0.56,1.34,25.92,0.59,17.64,40.06,-,-,-1.261,Muy bajo,-,2238,23,2015
5,Coahuila de Zaragoza,5007, Cuatro Ci�negas                                  ,13013,-,5.39,21.03,4.96,4.13,8.33,39.41,3.01,20.78,53.6,-,-,-0.912,Bajo,17.371,1962,-,2010
5,Coahuila de Zaragoza,5007, Cuatro Ci�negas                                  ,12899,2989,8.1,-,-,5.94,20.98,-,-,-,-,51.79,-,-0.658,Medio,-,1716,-,1995
5,Coahuila de Zaragoza,5038, Zaragoza                                         ,12702,-,3.8,23.21,1.73,1.68,1.49,31.94,1.11,17.64,48.27,-,-,-1.227,Bajo,13.806,2183,-,2010
5,Coahuila de Zaragoza,5038,Zaragoza,12664,-,5.16,32.58,-,4.71,5.72,36.69,4.97,20.55,41.55,-,4.36,-1.45,Muy bajo,-,2277,23,2000
5,Coahuila de Zaragoza,5011,General Cepeda,12471,-,6.56,21.11,4.56,1.3,1.45,31.8,1.05,100,38.4,-,-,-0.624,Bajo,-,1722,3,2015
5,Coahuila de Zaragoza,5038,Zaragoza,12411,-,4.96,28.16,1.46,2.45,6.56,36.08,2.34,20.02,39,-,-,-1.319,Muy bajo,-,2248,23,2005
5,Coahuila de Zaragoza,5038,Zaragoza,12403,3051,6.6,-,-,5.72,13.18,-,-,-,-,41.44,-,-1.058,Bajo,-,2026,-,1995
5,Coahuila de Zaragoza,5007, Cuatro Ci�negas                                  ,12302,-,9.07,40.85,16.8,27.16,22.46,59.26,23.62,31.28,71.05,-,-,-0.918,Bajo,-,1927,15,1990
5,Coahuila de Zaragoza,5007, Cuatro Ci�negas                                  ,12220,-,5.87,24.6,5.1,7.58,13.48,45.18,5.88,21.89,53.18,-,-,-0.931,Bajo,-,1980,12,2005
5,Coahuila de Zaragoza,5007, Cuatro Ci�negas                                  ,12154,-,7.4,30.53,-,5.24,12.11,47.64,12.52,26.72,56.66,-,8.08,-1.04,Bajo,-,2037,14,2000
5,Coahuila de Zaragoza,5023,Ocampo,12053,-,7.04,33.86,-,10.62,36.6,42.92,10.95,100,46.75,-,10.95,-0.687,Medio,-,1769,6,2000
5,Coahuila de Zaragoza,5011,General Cepeda,11966,-,14.62,57.65,39.68,12.86,14.91,59.58,18.03,100,88.6,-,-,-0.283,Medio,-,1447,4,1990
5,Coahuila de Zaragoza,5011,General Cepeda,11913,2568,14.66,-,-,7.38,12.98,-,-,-,-,72.98,-,-0.29,Medio,-,1431,-,1995
5,Coahuila de Zaragoza,5011, General Cepeda                                   ,11682,-,8.06,28.54,7.95,1.85,3.03,38.69,1.37,100,61.2,-,-,-0.432,Medio,22.791,1570,-,2010
