"Date","NO","NO2","NOx","NH3","CO","SO2","O3","Benzene","Toluene"
2019-04-20,2.81,12.29,8.89,4.58,0.35,17.07,24.65,0.27,2.25
2019-04-21,1.48,12.59,7.81,3.34,0.32,21.81,28.75,0.01,2.55
2019-04-22,2.29,19.85,11.65,4.32,0.48,23.3,39.42,0.39,2.28
2019-04-23,8.38,29.05,22.21,3.97,0.58,16.03,23.73,0.41,3.95
2019-04-24,2.68,18.08,11.89,4.04,0.48,12.66,27.14,0.25,2.73
2019-04-25,4.67,18.74,13.85,6.85,0.48,12.78,25.81,0.24,1.43
2019-04-26,2.79,18.31,12.1,8.01,0.51,8.71,34.54,0.19,1.79
2019-04-27,1.97,16.88,10.58,5.65,0.66,16.4,34.16,0.38,1.13
2019-04-28,2.16,15.11,9.79,4.67,0.42,13.67,23.72,0.11,1.33
2019-04-29,2.1,15.46,9.94,4.07,0.31,12.72,23.43,0.06,1.73
2019-04-30,1.99,19.23,11.85,4.84,0.4,13.57,35.2,0.05,1.84
2019-05-01,2.87,23.54,14.82,3.53,0.64,26.8,38.05,0.45,2.85
2019-05-02,1.76,27.29,16.03,3.52,0.98,16.06,56.99,0.57,3.44
2019-05-03,3.54,35.92,21.98,5.61,0.78,16.59,58.87,0.7,5.18
2019-05-04,1.17,22.32,12.89,7.12,0.53,16.97,67.99,0.35,2.22
2019-05-05,1.12,23.24,13.25,6,0.52,15.33,69.15,0.35,1.97
2019-05-06,1.53,20.22,12.09,7.92,0.64,22.25,68.43,0.3,2.17
2019-05-07,1.14,18.58,10.81,7.81,0.44,13.03,51.98,0.14,1.37
2019-05-08,0.95,26.89,13.92,4.26,0.77,25.9,73.55,0.48,4
2019-05-09,1.4,24.31,13.78,5.75,0.7,30.4,74.3,0.34,2.48
2019-05-10,1.63,19.79,12,7.06,0.63,19.26,54.72,0.34,2.48
2019-05-11,1.74,19.29,11.72,6.98,0.59,17.83,49.82,0.33,1.68
2019-05-15,1.7,19.98,12.12,6.69,0.7,24.2,42.21,0.14,1.32
2019-05-16,1.93,20.32,12.54,4.91,0.53,21.47,43.36,0.23,2.08
2019-05-17,2,21.71,13.26,5.96,0.67,24.72,42.13,0.31,1.77
2019-05-18,0.8,17.33,9.84,4.32,0.47,17.09,44.47,0.06,1.16
2019-05-19,0.91,18.93,10.8,4.17,0.53,23.95,45.97,0.06,1.32
2019-05-20,1.83,19.42,11.91,4.01,0.61,21.27,34.54,0.15,1.24
2019-05-21,1.86,20.68,12.51,3.36,0.49,16.73,19.84,0.1,1.17
2019-05-23,1.27,16.96,10.05,3.25,0.72,13.67,30.35,0.21,1.02
2019-05-24,1.5,17.83,10.77,3.8,0.63,14.71,37.15,0.17,1.46
2019-05-25,1.7,17.31,10.2,4.07,0.89,18.61,48.85,0.21,1.82
2019-05-26,0.71,16.93,9.55,3.35,0.51,14.62,54.63,0.14,1.55
2019-05-27,1.31,18,10.69,4.51,0.47,13.86,51.56,0.14,1.27
2019-05-28,1.47,18.03,10.88,4.47,0.52,17.79,42.23,0.14,1.09
2019-05-29,1.45,16.29,9.94,4.22,0.48,15.76,42.04,0.14,1.06
2019-05-30,2.11,26.44,15.85,3.85,0.57,19.96,45.17,0.23,2.96
2019-05-31,0.97,17.39,10.05,4.06,0.51,14.55,48.97,0.03,1.06
2019-06-01,1.66,22.98,13.65,4.84,0.77,17.7,39.43,0.16,1.62
2019-06-02,0.72,18.25,10.27,4.59,0.5,16.21,54.72,0.05,1.29
2019-06-03,1.39,20.17,11.91,4,0.45,18.1,43.53,0.13,1.09
2019-06-04,1.54,27.54,15.99,3.61,0.95,17.17,42.88,0.17,2.37
2019-06-05,0.66,19.93,10.94,4.56,0.46,21.35,54.64,0.06,1.09
2019-06-06,1.81,26.79,9.83,12.18,0.53,26.62,41.27,0.28,1.46
2019-06-07,1.52,24.2,13.97,5.86,0.52,23.46,56.71,0.15,1.38
2019-06-08,2.87,26.2,16.27,7.52,0.58,17.18,55.48,0.03,1.32
2019-06-09,0.73,20.95,11.65,5.5,0.52,15.99,75.1,0.07,1.06
2019-06-10,2.62,25.07,15.42,5.06,0.5,18.35,62.52,0.13,1.19
2019-06-11,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26
2019-06-12,5,29.99,20.12,4.69,0.34,13.82,41.43,0.09,1.65
2019-06-13,4.88,33.11,21.72,3.35,0.49,17.28,38.1,0.2,2.31
2019-06-14,3.23,24.02,15.47,2.09,0.36,16.48,32.84,0.27,1.13
2019-06-15,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96
2019-06-16,0.8,18.26,10.36,2.01,0.31,9.68,47.37,0.22,1.39
2019-06-17,3.71,28.19,18.1,4.94,0.49,14.94,30.27,0.18,3.67
2019-06-18,7.98,36.52,26.01,2.85,0.46,13.66,30.54,0.27,3.55
2019-06-19,2.87,27.95,16.23,4.57,0.44,18.83,38.25,0.27,3.08
2019-06-20,3.87,25.45,16.74,4.45,0.45,18.94,34.87,0.28,1.73
2019-06-21,2.87,29.14,17.92,4.79,0.57,16.39,32.98,0.18,2.02
2019-06-22,1.54,25.75,15.04,5.54,0.5,16.01,36.19,0.04,1.81
2019-06-23,1,24.16,13.66,4.77,0.46,14.9,40.53,0.06,1.31
2019-06-24,1.43,20.53,12.15,5.4,0.43,16.53,42.92,0.11,1.04
2019-06-25,2.36,30.66,18.32,4.41,0.76,14.36,38.26,0.08,2.31
2019-06-26,4.83,36.24,23.3,4.23,0.73,17.88,24.68,0.08,2.16
2019-06-27,3.08,26.62,16.74,3.09,0.53,17.43,27.85,0.1,1.04
2019-06-28,2.1,22,13.49,3.36,0.36,19.5,32.37,0.07,0.44
2019-06-30,1.2,22.16,12.76,2.1,0.35,17,40.21,0.03,0.41
2019-07-01,4.39,29.37,19.27,2.9,0.42,16.27,29.58,0.11,0.91
2019-07-02,6.49,29.88,21.26,2.4,0.59,13.78,23.41,0.07,0.72
2019-07-03,7.23,30.62,22.26,2.68,0.61,12.6,27.29,0.09,0.67
2019-07-04,11.11,30.36,25.27,2.7,0.57,14.32,26.69,0.27,0.83
2019-07-05,8.27,25.22,20.23,2.46,0.62,16.24,22.99,0.23,1.38
2019-07-06,2.55,18,11.62,3.43,0.58,18.86,26.64,0.21,0.49
2019-07-07,0.93,18.2,10.43,1.28,0.39,23.12,30.24,0.09,0.56
2019-07-08,2.64,22.88,14.4,1.91,0.33,17.88,25.83,0.17,0.97
2019-07-09,4.61,23.47,16.32,1.62,0.28,17.09,27.47,0.11,0.82
2019-07-10,5.45,25.64,18.15,2.13,0.51,20.09,32.1,0.15,1.14
2019-07-11,5.24,26.2,18.29,2.44,0.34,23.89,26.88,0.2,1.2
2019-07-12,5.28,22.68,16.42,2.06,0.56,22.58,25.94,0.15,2.15
2019-07-13,1.25,4.58,3.13,3.6,0.42,14.79,36.77,0.2,1.3
2019-07-14,0.74,3.7,2.34,2.84,0.4,15.89,31.62,0.03,0.56
2019-07-15,2.92,9.95,7.26,2.99,0.36,16.35,32.13,0.12,1.45
2019-07-16,4.68,17.05,12.96,2.72,0.47,15.46,27.69,0.18,2.6
2019-07-17,4.74,19.35,14.24,5.9,0.45,19.19,31.87,0.44,16.07
2019-07-18,3.29,16.01,11.13,5.05,0.43,12.93,35.8,0.18,2.28
2019-07-19,2.14,13.16,8.82,6.07,0.54,20.51,33.08,0.08,1.4
2019-07-20,1.11,5.65,3.93,5.5,0.44,13.82,37.65,0.05,1.13
2019-07-21,1.25,4.64,3.56,4.81,0.49,9.71,34.63,0.03,0.98
2019-07-22,2.53,9.64,7.23,4.25,0.5,15.68,29.49,0.09,1.26
2019-07-23,8.56,12.71,13.79,3.87,0.42,15.77,22.09,0.09,0.98
2019-07-26,4.57,10.04,8.96,3.4,0.38,12.51,20.01,0.09,0.96
2019-07-27,1.4,3.94,2.89,3.12,0.55,14.14,22.33,0.13,0.94
2019-07-28,0.65,2.08,1.4,2.17,0.33,12.58,22.05,0,0.38
2019-07-29,5.81,11.39,9.53,2.47,0.56,21.15,19.61,0.1,0.84
2019-07-30,5.36,10.03,9.41,1.87,0.31,14.72,22.5,0.19,0.98
2019-07-31,2.17,4.4,4.19,2.59,0.38,11.66,24.46,0.2,0.88
2019-08-01,1.77,4.43,3.76,2.43,0.39,13.83,20.11,0.06,0.5
2019-08-02,1.61,1.52,1.86,2.44,0.46,13.29,18.07,0.04,0.26
2019-08-03,1.48,3.35,2.36,4.4,0.32,11.83,20.23,0.09,0.36
2019-08-05,2.74,6.1,5.55,6.38,0.34,26.08,26.62,0.35,0.49
2019-08-06,2.96,6.48,5.95,6.28,0.34,13.35,21.06,0.06,0.61
2019-08-07,3.22,6.38,6.1,6.23,0.46,11.57,21.64,0.22,0.5
2019-08-08,3.47,7.66,6.99,6.31,0.27,11.94,22.68,0.29,0.5
2019-08-09,3.17,10.11,8.05,6.98,0.41,11.86,22.62,0.12,1.08
2019-08-10,2.45,7.57,6.12,7.17,0.5,19.01,27.18,0.29,0.78
2019-08-11,2.07,6.74,5.37,6.66,0.6,15.64,31.28,0.28,0.94
2019-08-15,2.23,9.16,6.49,14.56,0.58,18.9,33.97,0.19,1.87
2019-08-16,2.8,9.34,7.33,12.08,0.4,28.32,36.06,0.16,1.66
2019-08-17,2.74,9.58,7.48,13.57,0.42,20.69,28.25,0.28,3.35
2019-08-28,3.71,12.43,9.71,14.64,0.62,11.3,36.47,0.12,0.95
2019-08-29,4.5,13.97,11.18,15.31,0.47,14.17,29.78,0.12,0.75
2019-08-30,23.03,14.19,14.12,24.24,0.45,16.84,23.09,0.13,0.99
2019-10-08,2.21,12.18,8.29,17.46,0.55,18.77,31.69,0.05,1.04
2019-10-09,3.3,11.48,8.92,17.92,0.89,18.89,31.23,0.15,1.48
2019-10-10,5.93,14.29,12.62,11.94,0.7,12.85,24.81,0.16,2.59
2019-10-11,5.09,11.78,10.49,12.69,0.46,14.24,17.41,0.12,2.45
2019-10-12,2.65,7.41,6.2,10.75,0.65,13.87,29.37,0.14,1.13
2019-10-13,3.19,7.96,6.83,9.64,0.45,13.99,26.75,0.05,1.45
2019-10-14,3.35,11.9,9.14,8.4,0.65,14.02,30.06,0.08,1.85
2019-10-15,2.67,12.02,8.66,12.43,0.72,15.53,47.76,0.37,4.97
2019-10-16,3.08,13.18,9.6,12.31,0.64,15.3,51.95,0.34,4.49
2019-10-17,5.32,13.02,11.34,10.32,0.52,11.22,28.81,0.26,4.8
2019-10-18,3.47,11.3,8.92,9.41,0.58,12.14,27.95,0.13,2.5
2019-10-19,3.08,10.61,8.24,10.25,0.47,11.83,29.61,0.21,3.14
2019-10-20,1.93,7.85,5.75,8.66,0.53,11.39,34.36,0.08,2
2019-10-21,3.25,12.56,9.33,8.36,0.72,8.72,29.54,0.2,3.97
2019-10-22,8.72,16.43,15.93,7.32,0.59,11.26,25.66,0.25,2.18
2019-10-23,3.84,13.51,10.4,8.03,0.72,10.68,23.48,0.15,1.74
2019-10-24,4.15,11.84,9.76,7.79,0.5,8.21,28.73,0.19,1.11
2019-10-25,3.75,10.7,8.83,7.21,0.46,5.29,25.04,0.14,1.46
2019-10-26,3.59,11.1,8.92,7.35,0.72,9.54,24.82,0.2,3.1
2019-10-27,3,9.97,7.46,8.32,0.76,14.66,22.53,0.23,3.37
2019-10-28,3.85,9.76,8.42,7.89,0.55,18.55,30.26,0.24,2.71
2019-10-29,3.98,13.01,10.25,8.33,0.65,15.46,29.36,0.22,3.84
2019-10-30,6.02,13.63,12.23,8.18,0.62,12.08,28.76,0.2,2.33
2019-10-31,7.47,13.82,13.43,6.44,0.64,11.34,25.6,0.27,4.01
2019-11-01,6,13.44,12.11,6.68,0.58,12.65,31.2,0.17,2.21
2019-11-02,7.8,11.45,12.51,7.12,0.6,11.51,31.08,0.16,1.6
2019-11-03,5.08,15.53,12.48,9.29,0.67,12.3,45.78,0.31,2.35
2019-11-04,4.62,20.7,14.85,10.74,0.68,17.89,41.87,0.44,5.99
2019-11-05,6.19,26,19.23,11.21,0.82,29.06,42.11,0.59,5.45
2019-11-06,4,22.79,15.39,13,0.89,20.75,42.72,0.79,9.7
2019-11-07,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05
2019-11-08,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72
2019-11-09,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45
2019-11-10,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46
2019-11-11,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9
2019-11-12,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58
2019-11-13,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34
2019-11-14,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64
2019-11-15,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78
2019-11-16,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66
2019-11-17,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76
2019-11-18,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7
2019-11-19,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34
2019-11-20,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85
2019-11-21,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41
2019-11-22,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8
2019-11-23,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28
2019-11-24,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57
2019-11-25,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21
2019-11-26,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13
2019-11-27,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18
2019-11-28,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13
2019-11-29,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64
2019-11-30,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76
2019-12-02,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95
2019-12-03,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2
2019-12-04,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69
2019-12-05,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1
2019-12-06,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25
2019-12-10,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37
2019-12-11,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92
2019-12-12,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73
2019-12-13,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63
2019-12-14,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72
2019-12-15,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29
2019-12-16,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47
2019-12-17,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82
2019-12-18,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96
2019-12-19,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69
2019-12-20,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69
2019-12-21,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12
2019-12-22,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72
2019-12-23,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69
2019-12-24,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28
2019-12-25,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31
2019-12-26,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1
2019-12-27,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45
2019-12-28,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46
2019-12-29,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28
2019-12-30,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68
2019-12-31,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44
2020-01-01,1.67,12.12,7.81,14.99,0.77,17.53,57.26,0.89,3.38
2020-01-02,1.72,12.17,7.87,14.75,0.73,17.09,55.17,0.79,2.12
2020-01-03,1.81,13.53,8.67,14.43,0.69,22.14,43.7,0.77,3.4
2020-01-04,2.27,18.79,11.83,14.34,0.64,19.87,23.59,0.6,5.88
2020-01-05,1.73,12.98,8.31,20.69,0.63,14.68,36.53,0.6,1.94
2020-01-06,1.9,11.64,7.75,21.22,0.65,18.74,48.53,0.58,1.28
2020-01-07,1.95,12.04,8,20.46,0.68,17.89,59.37,0.71,1.24
2020-01-08,1.81,11.47,7.58,16.98,0.64,15.37,53.9,0.55,1
2020-01-09,1.83,13.23,8.52,15.63,0.53,13.54,46.31,0.5,0.92
2020-01-10,3.18,21.49,14.02,17.07,0.67,20.19,36.26,0.85,4.41
2020-01-11,1.91,16.47,10.31,18.55,0.76,18.45,37.24,0.65,2.92
2020-01-12,2.34,16.82,10.84,18.62,0.8,24.75,47.01,0.74,3.26
2020-01-13,2.61,20.64,13.1,20.95,0.95,32.97,47.84,1.08,5.83
2020-01-14,1.62,14,8.76,19.57,0.85,17.11,56.49,0.91,1.78
2020-01-15,1.72,11.06,7.27,19.03,0.76,18.33,48.09,0.79,1.9
2020-01-16,1.57,10.33,6.65,21.41,0.64,9.86,47.51,0.52,2.58
2020-01-17,2.1,11.52,7.83,15.1,0.66,15.86,44.3,0.52,1.06
2020-01-18,2.23,8.68,6.43,12.88,0.6,12.33,35.43,0.23,0.95
2020-01-19,2.01,10.43,7.18,13.99,0.69,16.57,35.86,0.26,0.79
2020-01-20,3.69,16.9,11.99,14.42,0.63,14.64,33.25,0.38,1.44
2020-01-21,4.31,15.62,11.81,16.82,0.63,14.09,35.92,0.41,1.34
2020-01-22,2.86,14.76,10.17,17.54,0.65,14.71,41.22,0.37,1.33
2020-01-23,3.08,17.94,12.04,18.24,0.75,18.29,40.9,0.43,1.41
2020-01-24,2.53,15.34,10.21,18.05,0.73,23.54,43.29,0.69,2.14
2020-01-25,1.67,11.66,7.55,18.53,0.64,18.69,46.21,0.49,0.9
2020-01-26,2.48,15.39,10.2,16.55,0.61,20,36.83,0.46,1.14
2020-01-27,2.89,16.51,11.14,17.89,0.57,19.73,44.57,0.42,0.92
2020-01-28,2.5,14.78,9.89,16.7,0.52,20.29,36.88,0.32,0.61
2020-01-29,2.24,9.21,6.72,17.48,0.52,12.76,32.35,0.23,0.36
2020-01-30,2.65,13.11,9.13,15.9,0.55,15.43,36.9,0.31,0.65
2020-01-31,3.71,15.53,11.29,15.51,0.49,19.06,32.28,0.34,0.8
2020-02-01,2.75,12.12,8.68,13.05,0.45,18.25,31.33,0.24,0.49
2020-02-02,2.1,10.35,7.22,13.25,0.47,13.38,31.97,0.26,0.91
2020-02-03,3.38,12.27,9.27,14.49,0.54,15.16,30.12,0.36,0.95
2020-02-04,3.19,14.18,10.14,14.24,0.52,16.38,32.33,0.36,0.82
2020-02-05,2.92,11.44,8.46,15.08,0.52,19.32,36.58,0.33,0.67
2020-02-06,4.32,14.78,11.37,14,0.52,15.01,27.59,0.38,1.08
2020-02-07,2.13,9.88,6.98,14.69,0.44,18.3,36.72,0.18,0.33
2020-02-08,1.94,10.81,7.33,15.98,0.38,20.25,35.46,0.23,0.33
2020-02-09,2.15,16.17,10.34,15.89,0.62,17.41,35.62,0.69,2.28
2020-02-10,2.36,14.25,9.51,18.78,0.53,17.68,46.43,0.58,1.45
2020-02-11,2.37,13.84,9.3,18.61,0.6,18.99,53.62,0.64,1.74
2020-02-12,2.4,17.03,11.02,19.76,0.67,21.32,55.77,0.74,3.79
2020-02-13,3.15,25.9,16.33,20.39,0.64,34.59,46.13,0.73,2.66
2020-02-14,2.24,16.21,10.44,18.22,0.52,23.05,46.64,0.45,1.41
2020-02-15,2.58,23.25,14.46,21.25,0.78,27.95,53.69,1.01,5.19
2020-02-16,1.97,14.1,9.09,21.98,0.44,15.75,40.59,0.41,1.1
2020-02-17,3.8,14.06,10.57,18.64,0.44,19.12,41.62,0.39,1.15
2020-02-18,2.77,14.53,9.98,18.14,0.48,20.98,37.94,0.46,1.51
2020-02-19,2.22,14.6,9.58,19.11,0.46,18.62,39.9,0.33,0.97
2020-02-20,2.17,12.98,8.68,17.4,0.44,17.74,49.28,0.31,0.67
2020-02-21,1.79,11.83,7.74,13.53,0.47,16.2,42.11,0.38,1.02
2020-02-22,1.78,12.98,8.34,10.6,0.48,20.2,39.74,0.49,6.94
2020-02-23,1.99,14.44,9.3,12.6,0.77,13,44.47,0.44,2.7
2020-02-24,1.94,9.29,6.53,14.42,0.62,15.94,46.68,0.18,1.19
2020-02-25,2.38,10.73,7.64,12.94,0.61,16.73,39.9,0.22,0.5
2020-02-26,2.46,13.15,8.99,15.78,0.81,19.56,40.48,0.43,1.57
2020-02-27,2.65,13.49,9.33,14.82,0.86,22.27,43.97,0.28,1.8
2020-02-28,2.22,10.99,7.67,14,0.66,23.6,51.47,0.43,1.47
2020-02-29,1.87,10.24,6.96,13.49,0.52,18.21,51.81,0.32,0.83
2020-03-01,1.68,8.29,5.77,12.67,0.48,19.32,52.32,0.26,0.5
2020-03-02,2.35,11.69,8.11,12.86,0.56,24.7,49.09,0.25,0.63
2020-03-03,2.55,10.71,7.77,12.84,0.58,22.82,45.68,0.27,0.64
2020-03-04,2.76,12.61,8.95,12.21,0.55,17.88,38.71,0.28,0.69
2020-03-05,2.18,7.85,5.94,10.82,0.49,18.35,26.21,0.13,0.32
2020-03-07,2.46,6.19,5.28,10.4,0.52,12.13,26.65,0.13,0.29
2020-03-08,2.09,8.15,6.03,8.47,0.49,29.5,24.62,0.1,0.42
2020-03-09,3.17,9.77,7.78,9.65,0.54,18.18,19.25,0.09,0.69
2020-03-10,2.43,7.78,6.12,9.32,0.46,25.19,24.48,0.09,0.56
2020-03-14,1.98,8.07,5.91,9.98,0.49,21.65,27.22,0.11,0.65
2020-03-15,2.21,7.94,6.02,9.82,0.47,22.1,28.67,0.18,0.78
2020-03-16,2.65,9.42,7.16,10.82,0.57,19.49,28.25,0.19,0.88
2020-03-17,1.93,8.93,6.32,10.09,0.64,19.67,34.5,0.18,0.6
2020-03-18,2.41,9.54,7.05,9.35,0.58,16.2,31.44,0.11,0.56
2020-03-19,2.32,8.13,6.23,9.31,0.55,19.8,32.35,0.1,0.56
2020-03-20,2.14,7.4,5.67,10.07,0.49,25.54,28.78,0.08,0.51
2020-03-21,1.78,5.15,4.18,8.51,0.49,23.29,25.43,0.04,0.29
2020-03-23,1.54,4.65,3.73,8.62,0.45,24.44,29.73,0.07,0.33
2020-03-24,1.39,4.81,3.69,7.58,0.46,20.71,28.52,0.08,0.42
2020-03-25,1.38,4.29,3.41,7.58,1.47,18.95,27.74,0.07,0.33
2020-03-26,1.58,4.99,3.94,7.93,0.66,18.8,29.32,0.15,0.66
2020-03-27,1.51,4.69,3.74,8.2,0.23,21.49,37.28,0.08,0.31
2020-03-28,1.52,4.71,3.74,7.88,0.25,22.1,43.19,0.09,0.39
2020-03-29,1.29,5.11,3.77,7.91,0.37,19.29,38.57,0.13,0.65
2020-03-31,1.39,4.52,3.54,8.81,0.28,23.12,44.17,0.08,0.33
2020-04-01,1.4,5.03,3.81,9.07,0.25,25.11,40.76,0.11,0.47
2020-04-10,1.3,6.54,4.25,6.25,0,13.94,36.65,0.32,1.26
2020-04-11,1.4,4.58,3.58,6.74,0,15.56,26.1,0.05,0.54
2020-04-13,1.31,4.91,3.66,7.17,0,14.3,27.51,0.05,0.38
2020-04-15,1.48,4.5,3.6,6.92,0,14.12,30.13,0.06,0.29
2020-04-17,1.37,4.83,3.68,7.29,0,12.24,25.98,0.06,0.31
2020-05-22,1.47,10.11,6.4,11.55,0.38,12.04,52.47,0.16,0.82
2020-05-24,1.41,4.2,3.39,10.29,0.45,8.1,48,5.09,0.2
2020-05-27,1.39,4.33,3.44,11.7,0.5,7.19,24.36,4.9,0.42
2020-05-28,1.57,5.41,4.15,12.46,0.6,7.99,13.71,0.44,0.38
2020-05-29,1.52,5.69,4.27,10.97,0.6,10.85,17.45,0.08,0.49
2020-05-30,1.46,6.94,4.87,10.98,0.57,17.09,21.62,0.09,0.67
2020-05-31,1.42,5.43,4.05,10.08,0.55,9.11,21.51,0.05,0.34
2020-06-01,1.58,9.29,6.22,4.7,0.48,9.85,14.81,0.12,1.75
2020-06-02,1.66,9.72,6.52,10.11,0.51,6.61,18.39,0.09,1.19
2020-06-03,1.85,10.19,6.6,7.4,0.5,12.47,19.36,0.1,1.18
2020-06-04,1.76,11.09,7.33,7.17,0.54,16.74,18.72,0.05,0.45
2020-06-05,1.6,8.83,5.99,8.01,0.44,11.48,30.3,0.08,0.47
2020-06-06,1.33,7.06,4.83,6.2,0.42,12.83,35.22,0.09,0.55
2020-06-07,1.48,6.9,4.87,6.93,0.42,12.34,38.36,0.06,0.36
2020-06-08,1.62,10.16,6.72,7.12,0.44,11.95,38.42,0.1,0.7
2020-06-09,1.56,10.06,6.61,6.04,0.5,15.46,40.05,0.09,0.76
2020-06-10,8.5,15.4,15.51,9.51,0.59,13.75,40.65,0.09,1.21
2020-06-11,2.27,14.58,9.6,9.96,0.51,18.82,42.45,0.11,1.63
2020-06-12,1.66,10.03,6.69,8.76,0.53,13.34,34.37,0.08,0.52
2020-06-13,1.48,8.44,5.7,7.97,0.48,12.34,35.22,0.06,0.28
2020-06-14,1.6,8.06,5.6,8.67,0.53,16.01,39.34,0.07,0.57
2020-06-15,2.12,9.21,6.62,8.73,0.48,12.19,33.82,0.06,0.41
2020-06-16,4.88,16.7,12.86,8.35,0.5,16.28,31.19,0.09,0.78
2020-06-17,4.64,16.26,11.66,10.3,0.38,17.54,29.47,0.09,0.54
2020-06-18,3.27,12.95,9.54,12.91,0.62,17.81,31.9,0.1,0.81
2020-06-19,3.18,13.74,9.89,8.92,0.64,10.39,31.37,0.14,1.43
2020-06-20,1.52,9.48,6.27,8.6,0.55,11.19,41.25,0.11,1.29
2020-06-21,1.66,10.27,6.81,9.45,0.59,13.28,34.95,0.13,0.77
2020-06-22,2.05,12.1,8.1,10.92,0.65,11.68,30.15,0.17,1.55
2020-06-23,2.07,9.15,6.55,13.53,0.58,15.88,39.82,0.11,0.8
2020-06-24,1.86,10.59,7.15,11.62,0.59,14.04,38.01,0.13,1.03
2020-06-25,1.9,8.44,6.03,14.57,0.62,15.38,39.32,0.13,0.89
2020-06-27,1.53,6.53,4.72,8.97,0.55,13.75,33.76,0.06,0.27
2020-06-28,1.43,8.32,5.59,9.77,0.66,10.86,37.34,0.1,0.43
2020-06-29,1.65,9.55,6.43,14.3,0.66,14.79,43.29,0.12,0.69
2020-06-30,1.74,10.69,7.1,13.38,0.66,14.58,45.32,0.14,1.42
2017-10-20,29.93,40.11,70.05,60.89,1.08,9.66,12.32,3.47,7.62
2017-10-21,12.04,32.77,44.81,48.33,1.17,4.9,12.08,3.47,7.42
2017-10-22,13.87,35.42,49.29,50.88,1.25,5.15,10.86,3.45,7.74
2017-10-23,18.8,41.72,60.52,54.25,1.17,6.44,12.38,2.9,6.88
2017-10-24,19.23,40.37,59.6,56.56,1.03,4.28,11.79,2.37,6.8
2017-10-25,27.26,46.16,73.42,67.83,1.37,5.91,13.68,2.49,11.07
