DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLISTS INJURED,NUMBER OF CYCLISTS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/06/2016,09:10:00,QUEENS,11421.0,40.6936625,-73.85216390000002,"(40.6936625, -73.8521639)",JAMAICA AVENUE,WOODHAVEN BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/06/2016,09:10:00,BROOKLYN,11204.0,40.6104217,-73.9821072,"(40.6104217, -73.9821072)",AVENUE O,WEST 8 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
10/06/2016,09:10:00,BROOKLYN,11208.0,40.669992,-73.8591124,"(40.669992, -73.8591124)",EMERALD STREET,LINDEN BOULEVARD,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
10/05/2016,11:10:00,BROOKLYN,11203.0,40.651005700000006,-73.9457051,"(40.6510057, -73.9457051)",CHURCH AVENUE,EAST 34 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,,,,
10/05/2016,15:10:00,BROOKLYN,11235.0,40.5895661,-73.9397962,"(40.5895661, -73.9397962)",NOSTRAND AVENUE,AVENUE Z,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/29/2016,09:45:00,QUEENS,11354.0,40.7604644,-73.8265417,"(40.7604644, -73.8265417)",UNION STREET,ROOSEVELT AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/05/2016,19:50:00,BROOKLYN,11215.0,40.6686416,-73.98343609999998,"(40.6686416, -73.9834361)",8 STREET,6 AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,BICYCLE,,,
10/05/2016,19:10:00,QUEENS,11434.0,40.691029,-73.7807822,"(40.691029, -73.7807822)",LINDEN BOULEVARD,169 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/28/2016,14:14:00,MANHATTAN,10034.0,40.8676918,-73.92121359999999,"(40.8676918, -73.9212136)",WEST 207 STREET,BROADWAY,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/28/2016,14:21:00,BROOKLYN,11211.0,40.7123781,-73.9440319,"(40.7123781, -73.9440319)",GRAHAM AVENUE,POWERS STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/28/2016,14:30:00,BROOKLYN,11223.0,40.598312,-73.9611853,"(40.598312, -73.9611853)",AVENUE U,CONEY ISLAND AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/28/2016,14:36:00,MANHATTAN,10037.0,40.8178994,-73.9380903,"(40.8178994, -73.9380903)",WEST 141 STREET,LENOX AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/28/2016,15:00:00,BROOKLYN,11236.0,40.6369309,-73.91108050000003,"(40.6369309, -73.9110805)",EAST 83 STREET,FLATLANDS AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/05/2016,22:25:00,STATEN ISLAND,10305.0,40.5890362,-74.0898783,"(40.5890362, -74.0898783)",HYLAN BOULEVARD,DELAWARE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/27/2016,23:08:00,BROOKLYN,11205.0,40.6933597,-73.97584640000002,"(40.6933597, -73.9758464)",NORTH PORTLAND AVENUE,MYRTLE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/28/2016,17:07:00,BROOKLYN,11203.0,40.6613295,-73.9314054,"(40.6613295, -73.9314054)",MIDWOOD STREET,UTICA AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/28/2016,18:20:00,MANHATTAN,10017.0,40.748799700000006,-73.96984599999998,"(40.7487997, -73.969846)",EAST 42 STREET,1 AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/28/2016,18:20:00,QUEENS,11379.0,40.713289,-73.8716171,"(40.713289, -73.8716171)",METROPOLITAN AVENUE,80 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/17/2016,16:09:00,QUEENS,11434.0,40.66949210000001,-73.768885,"(40.6694921, -73.768885)",,,171-02    143 ROAD,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,,,,
03/04/2016,20:50:00,QUEENS,11422.0,40.6615657,-73.738405,"(40.6615657, -73.738405)",WELLER AVENUE,243 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
09/16/2016,07:09:00,,,40.7259756,-73.75748890000001,"(40.7259756, -73.7574889)",,,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/28/2016,20:00:00,,,40.8650713,-73.87183809999998,"(40.8650713, -73.8718381)",,,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,MOTORCYCLE,PICK-UP TRUCK,,,
02/28/2016,22:10:00,MANHATTAN,10013.0,40.7264365,-74.0056572,"(40.7264365, -74.0056572)",VANDAM STREET,VARICK STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2016,18:09:00,MANHATTAN,10011.0,40.7464925,-74.0013245,"(40.7464925, -74.0013245)",WEST 23 STREET,9 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/28/2016,23:00:00,QUEENS,11101.0,40.7376745,-73.930237,"(40.7376745, -73.930237)",HUNTERS POINT AVENUE,36 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,LIVERY VEHICLE,,,
02/28/2016,23:15:00,QUEENS,11423.0,40.7089265,-73.7773184,"(40.7089265, -73.7773184)",JAMAICA AVENUE,183 STREET,,0,0,0,0,,,Lost Consciousness,Outside Car Distraction,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/27/2016,00:20:00,MANHATTAN,10013.0,40.7180184,-73.9999567,"(40.7180184, -73.9999567)",CENTRE STREET,CANAL STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
02/27/2016,10:30:00,BROOKLYN,11207.0,40.6701928,-73.88967740000002,"(40.6701928, -73.8896774)",SUTTER AVENUE,VAN SICLEN AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,TAXI,,,
02/27/2016,11:10:00,QUEENS,11414.0,40.6615152,-73.83561529999999,"(40.6615152, -73.8356153)",98 STREET,158 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/27/2016,11:20:00,MANHATTAN,10029.0,40.7880564,-73.9443222,"(40.7880564, -73.9443222)",EAST 102 STREET,2 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
02/27/2016,11:26:00,BROOKLYN,11208.0,40.6885631,-73.8757069,"(40.6885631, -73.8757069)",CYPRESS HILL STREET,JAMAICA AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Lost Consciousness,,,,VAN,BICYCLE,,,
02/27/2016,11:30:00,MANHATTAN,10009.0,40.7313511,-73.9825546,"(40.7313511, -73.9825546)",EAST 14 STREET,1 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/27/2016,12:15:00,MANHATTAN,10006.0,40.7109059,-74.014457,"(40.7109059, -74.014457)",LIBERTY STREET,WEST STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/27/2016,14:00:00,BROOKLYN,11211.0,40.7123979,-73.95135429999998,"(40.7123979, -73.9513543)",UNION AVENUE,AINSLIE STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
02/27/2016,14:30:00,QUEENS,11354.0,40.7633822,-73.83029559999999,"(40.7633822, -73.8302956)",LINDEN PLACE,NORTHERN BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/27/2016,14:30:00,QUEENS,11435.0,40.71494970000001,-73.81522509999998,"(40.7149497, -73.8152251)",COOLIDGE AVENUE,DANIELS STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/27/2016,15:00:00,BROOKLYN,11208.0,40.6680235,-73.8728217,"(40.6680235, -73.8728217)",FOUNTAIN AVENUE,HEGEMAN AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/27/2016,16:00:00,BRONX,10472.0,40.8322814,-73.87130440000001,"(40.8322814, -73.8713044)",EAST 172 STREET,CROES AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
02/27/2016,16:50:00,MANHATTAN,10013.0,40.715356,-73.9977202,"(40.715356, -73.9977202)",BAYARD STREET,ELIZABETH STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/27/2016,17:15:00,BROOKLYN,11207.0,40.6819458,-73.9048767,"(40.6819458, -73.9048767)",BUSHWICK AVENUE,DE SALES PLACE,,1,0,0,0,,,Failure to Yield Right-of-Way,Traffic Control Disregarded,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/27/2016,18:00:00,QUEENS,11379.0,40.715671,-73.8762515,"(40.715671, -73.8762515)",77 PLACE,JUNIPER VALLEY ROAD,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
03/03/2016,10:50:00,MANHATTAN,10001.0,40.7509033,-73.9981196,"(40.7509033, -73.9981196)",WEST 30 STREET,9 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,TAXI,SMALL COM VEH(4 TIRES),,,
02/27/2016,20:15:00,BRONX,10457.0,40.842191,-73.8941015,"(40.842191, -73.8941015)",CROTONA PARK NORTH,CROTONA AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Alcohol Involvement,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/27/2016,20:45:00,,,40.75426289999999,-73.7433292,"(40.7542629, -73.7433292)",,,,3,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/27/2016,21:00:00,BROOKLYN,11234.0,40.6125296,-73.93572359999997,"(40.6125296, -73.9357236)",AVENUE R,EAST 35 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/27/2016,21:20:00,MANHATTAN,10011.0,40.7446451,-74.00638409999998,"(40.7446451, -74.0063841)",10 AVENUE,WEST 18 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/27/2016,02:00:00,MANHATTAN,10001.0,40.7478946,-73.98916559999998,"(40.7478946, -73.9891656)",AVENUE OF THE AMERICAS,WEST 31 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,LIVERY VEHICLE,TAXI,,,
02/27/2016,03:10:00,,,40.7493385,-73.8501426,"(40.7493385, -73.8501426)",,,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08/15/2016,19:08:00,MANHATTAN,10029.0,40.79318720000001,-73.9405619,"(40.7931872, -73.9405619)",EAST 110 STREET,2 AVENUE,,2,0,1,0,,,Failure to Yield Right-of-Way,,,,,BICYCLE,,,,
02/27/2016,09:17:00,BROOKLYN,11209.0,40.6249684,-74.033387,"(40.6249684, -74.033387)",RIDGE BOULEVARD,85 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
02/26/2016,00:27:00,MANHATTAN,10021.0,40.7711469,-73.9679946,"(40.7711469, -73.9679946)",5 AVENUE,EAST 70 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,UNKNOWN,PASSENGER VEHICLE,,,
02/26/2016,10:00:00,MANHATTAN,10006.0,40.7084958,-74.0153438,"(40.7084958, -74.0153438)",WEST STREET,RECTOR STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,VAN,,,
02/26/2016,10:15:00,QUEENS,11412.0,40.70051760000001,-73.7614022,"(40.7005176, -73.7614022)",112 ROAD,194 STREET,,2,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/26/2016,11:45:00,BROOKLYN,11233.0,40.6845033,-73.9263842,"(40.6845033, -73.9263842)",HALSEY STREET,PATCHEN AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/26/2016,12:40:00,MANHATTAN,10011.0,40.7464018,-74.0051067,"(40.7464018, -74.0051067)",WEST 21 STREET,10 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,LIVERY VEHICLE,VAN,,,
02/26/2016,12:45:00,BROOKLYN,11217.0,40.6871919,-73.9746155,"(40.6871919, -73.9746155)",SOUTH PORTLAND AVENUE,LAFAYETTE AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
02/26/2016,15:30:00,BROOKLYN,11224.0,40.5798272,-73.97621140000003,"(40.5798272, -73.9762114)",NEPTUNE AVENUE,WEST 8 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/26/2016,15:50:00,MANHATTAN,10010.0,40.7358679,-73.976365,"(40.7358679, -73.976365)",EAST 23 STREET,ASSER LEVY PLACE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,VAN,SMALL COM VEH(4 TIRES),,,
02/26/2016,16:55:00,MANHATTAN,10011.0,40.7422546,-74.0007037,"(40.7422546, -74.0007037)",WEST 18 STREET,8 AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,BUS,,,
02/26/2016,18:28:00,MANHATTAN,10021.0,40.7681691,-73.9527865,"(40.7681691, -73.9527865)",YORK AVENUE,EAST 74 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,TAXI,,,,
02/26/2016,19:35:00,MANHATTAN,10036.0,40.7584292,-73.9926328,"(40.7584292, -73.9926328)",9 AVENUE,WEST 42 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,OTHER,,,
02/26/2016,20:00:00,BROOKLYN,11210.0,40.62967670000001,-73.9415073,"(40.6296767, -73.9415073)",BROOKLYN AVENUE,AVENUE I,,0,0,0,0,,,Lost Consciousness,Unspecified,Unspecified,,,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,PASSENGER VEHICLE,,
02/26/2016,02:00:00,MANHATTAN,10031.0,40.8200975,-73.95507640000002,"(40.8200975, -73.9550764)",WEST 135 STREET,BROADWAY,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,Unspecified,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,
02/26/2016,04:47:00,MANHATTAN,10075.0,40.77007329999999,-73.9513989,"(40.7700733, -73.9513989)",YORK AVENUE,EAST 77 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,TAXI,LIVERY VEHICLE,,,
08/05/2016,11:08:00,QUEENS,11355.0,40.7527129,-73.8262912,"(40.7527129, -73.8262912)",BYRD STREET,CHERRY AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/26/2016,06:55:00,BROOKLYN,11207.0,40.6789708,-73.89569820000001,"(40.6789708, -73.8956982)",JAMAICA AVENUE,VERMONT STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,BUS,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/26/2016,08:20:00,BRONX,10460.0,40.842657,-73.8905118,"(40.842657, -73.8905118)",PROSPECT AVENUE,EAST 176 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
02/26/2016,08:25:00,BROOKLYN,11236.0,40.6324369,-73.88817259999998,"(40.6324369, -73.8881726)",ROCKAWAY PARKWAY,SKIDMORE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/02/2016,12:20:00,BROOKLYN,11220.0,40.6426576,-74.0092822,"(40.6426576, -74.0092822)",6 AVENUE,52 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/26/2016,08:40:00,MANHATTAN,10001.0,40.749638,-73.99903640000002,"(40.749638, -73.9990364)",9 AVENUE,WEST 28 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,BUS,LIVERY VEHICLE,,,
02/26/2016,09:15:00,QUEENS,11423.0,40.7192826,-73.7636078,"(40.7192826, -73.7636078)",HILLSIDE AVENUE,199 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
02/26/2016,09:30:00,BROOKLYN,11222.0,40.7254356,-73.9517381,"(40.7254356, -73.9517381)",MANHATTAN AVENUE,NORMAN AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
02/26/2016,09:37:00,BRONX,10472.0,40.8297779,-73.8505389,"(40.8297779, -73.8505389)",CASTLEHILL AVENUE,WATSON AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PICK-UP TRUCK,,,,
02/26/2016,09:45:00,,,40.9003426,-73.9058965,"(40.9003426, -73.9058965)",,,,2,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/25/2016,10:14:00,BROOKLYN,11235.0,40.5792684,-73.95334129999998,"(40.5792684, -73.9533413)",WEST END AVENUE,HAMPTON AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
02/25/2016,10:30:00,QUEENS,11354.0,40.76242020000001,-73.82751490000003,"(40.7624202, -73.8275149)",UNION STREET,37 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/25/2016,12:11:00,BROOKLYN,11220.0,40.63663560000001,-74.008377,"(40.6366356, -74.008377)",58 STREET,8 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/02/2016,16:30:00,MANHATTAN,10036.0,40.7621266,-73.9973865,"(40.7621266, -73.9973865)",11 AVENUE,WEST 44 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,OTHER,TAXI,,,
02/25/2016,13:00:00,,,40.7176783,-73.81712590000002,"(40.7176783, -73.8171259)",,,PARKING LOT OF 79-15 MAIN STREET,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/25/2016,13:08:00,MANHATTAN,10012.0,40.7241363,-73.9926041,"(40.7241363, -73.9926041)",EAST HOUSTON STREET,BOWERY,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,TAXI,,,
02/25/2016,14:00:00,MANHATTAN,10019.0,40.7662862,-73.98184870000001,"(40.7662862, -73.9818487)",WEST 57 STREET,BROADWAY,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,BICYCLE,,,
02/25/2016,15:54:00,,,40.8011922,-73.9300224,"(40.8011922, -73.9300224)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,SMALL COM VEH(4 TIRES),SMALL COM VEH(4 TIRES),,,
02/25/2016,16:40:00,MANHATTAN,10009.0,40.7251925,-73.9870443,"(40.7251925, -73.9870443)",1 AVENUE,EAST 4 STREET,,2,0,2,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
02/25/2016,16:44:00,BRONX,10454.0,40.8050699,-73.9232925,"(40.8050699, -73.9232925)",BRUCKNER BOULEVARD,WILLIS AVENUE BRIDGE APPROACH,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/25/2016,17:08:00,BROOKLYN,11238.0,40.670658,-73.9579745,"(40.670658, -73.9579745)",FRANKLIN AVENUE,EASTERN PARKWAY,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/2016,10:10:00,BROOKLYN,11215.0,40.6706985,-73.99496040000002,"(40.6706985, -73.9949604)",,,149       2 AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,,,,
03/02/2016,21:00:00,MANHATTAN,10001.0,40.7478946,-73.98916559999998,"(40.7478946, -73.9891656)",AVENUE OF THE AMERICAS,WEST 31 STREET,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,TAXI,TAXI,,,
03/30/2016,13:50:00,MANHATTAN,10017.0,40.751861700000006,-73.9770343,"(40.7518617, -73.9770343)",,,109 EAST 42 STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/02/2016,21:35:00,STATEN ISLAND,10306.0,40.5565344,-74.1281176,"(40.5565344, -74.1281176)",HYLAN BOULEVARD,BUFFALO STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,UNKNOWN,,,,
02/25/2016,17:38:00,BRONX,10455.0,40.8149368,-73.91495390000001,"(40.8149368, -73.9149539)",EAST 149 STREET,BROOK AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,LARGE COM VEH(6 OR MORE TIRES),LIVERY VEHICLE,,,
02/25/2016,17:40:00,,,40.7345695,-73.722676,"(40.7345695, -73.722676)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/24/2016,11:10:00,BRONX,10458.0,40.8527333,-73.88807340000002,"(40.8527333, -73.8880734)",EAST 183 STREET,HUGHES AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Backing Unsafely,,,,SPORT UTILITY / STATION WAGON,,,,
02/25/2016,18:25:00,STATEN ISLAND,10304.0,40.5953652,-74.09722159999998,"(40.5953652, -74.0972216)",RICHMOND ROAD,BURGHER AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
02/25/2016,18:30:00,BROOKLYN,11221.0,40.690499,-73.9199049,"(40.690499, -73.9199049)",BUSHWICK AVENUE,PALMETTO STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
03/02/2016,08:15:00,BROOKLYN,11220.0,40.630286,-74.01634179999998,"(40.630286, -74.0163418)",70 STREET,7 AVENUE,,0,0,0,0,,,Lost Consciousness,Traffic Control Disregarded,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/25/2016,18:38:00,BROOKLYN,11218.0,40.6335917,-73.9736523,"(40.6335917, -73.9736523)",EAST 5 STREET,AVENUE F,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
02/25/2016,19:04:00,MANHATTAN,10027.0,40.8077723,-73.94548329999998,"(40.8077723, -73.9454833)",WEST 125 STREET,LENOX AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/24/2016,14:10:00,MANHATTAN,10001.0,40.7507879,-74.0056304,"(40.7507879, -74.0056304)",WEST 26 STREET,11 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,,,,
02/25/2016,01:20:00,BROOKLYN,11237.0,40.7049577,-73.9315084,"(40.7049577, -73.9315084)",MORGAN AVENUE,THAMES STREET,,2,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/25/2016,20:30:00,MANHATTAN,10005.0,40.7063749,-74.0071306,"(40.7063749, -74.0071306)",PEARL STREET,CEDAR STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,BICYCLE,,,
03/02/2016,09:45:00,BROOKLYN,11233.0,40.6841675,-73.9293087,"(40.6841675, -73.9293087)",HALSEY STREET,REID AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,BUS,,,,
